CreditScore,Age,Balance,NumOfProducts,IsActiveMember,Exited,ZeroBalance,ProductActivity,BalanceSalaryRatio,TenureAgeRatio,Gender_Encoded,Geography_Germany,Geography_Spain
485,21,113157.22,1,1,0,0,1,2.089988825783811,0.2619047619047619,0,0.0,1.0
635,29,138296.94,2,0,0,0,0,0.9802974286789486,0.29310344827586204,0,0.0,1.0
650,37,106967.18,1,0,0,0,0,4.366714932991183,0.14864864864864866,1,0.0,0.0
735,44,120681.63,1,0,0,0,0,1.6125857760310562,0.2159090909090909,1,0.0,0.0
416,32,0.0,2,1,0,1,2,0.0,0.015625,1,0.0,0.0
754,32,0.0,2,0,0,1,0,0.0,0.234375,0,0.0,1.0
535,48,0.0,1,0,1,1,0,0.0,0.19791666666666666,0,0.0,0.0
716,42,0.0,2,0,0,1,0,0.0,0.20238095238095238,1,0.0,1.0
539,37,127609.59,1,0,0,0,0,1.293595399850092,0.06756756756756757,1,0.0,0.0
614,43,0.0,2,1,0,1,2,0.0,0.1511627906976744,0,0.0,0.0
706,57,0.0,1,0,1,1,0,0.0,0.13157894736842105,1,0.0,1.0
758,33,0.0,2,0,0,1,0,0.0,0.22727272727272727,0,0.0,0.0
586,28,0.0,2,1,0,1,2,0.0,0.08928571428571429,0,0.0,1.0
646,73,97259.25,1,1,0,0,1,0.9287493986382438,0.08904109589041095,0,0.0,0.0
631,33,123246.7,1,0,0,0,0,1.0936929983227224,0.13636363636363635,0,1.0,0.0
717,22,101060.25,1,1,0,0,1,1.1931473652594504,0.29545454545454547,0,0.0,1.0
684,30,0.0,2,0,0,1,0,0.0,0.08333333333333333,1,0.0,0.0
800,49,108007.36,1,0,0,0,0,2.291879384909979,0.15306122448979592,0,0.0,0.0
721,36,0.0,2,1,0,1,2,0.0,0.06944444444444445,0,0.0,1.0
683,29,133702.89,1,0,1,0,0,2.4054403515860994,0.017241379310344827,1,0.0,1.0
660,31,125189.75,2,1,0,0,2,0.8950088661032177,0.3064516129032258,1,1.0,0.0
704,24,113034.22,1,0,1,0,0,0.6955760235040904,0.3125,0,1.0,0.0
615,41,109013.23,1,0,0,0,0,0.5547719970426608,0.23170731707317074,0,0.0,1.0
667,39,0.0,2,0,1,1,0,0.0,0.0641025641025641,0,0.0,1.0
682,24,57929.81,2,0,0,0,0,1.0902321055870579,0.3958333333333333,1,1.0,0.0
484,29,130114.39,1,0,0,0,0,0.7932890534742675,0.15517241379310345,0,0.0,0.0
628,27,95826.49,2,0,0,0,0,0.6142804046924717,0.2037037037037037,1,1.0,0.0
480,44,129608.57,1,0,1,0,0,23.6784204468641,0.23863636363636365,1,1.0,0.0
578,30,169462.09,1,0,0,0,0,1.5105173801394818,0.15,1,0.0,0.0
512,40,0.0,2,1,0,1,2,0.0,0.1375,1,0.0,0.0
484,35,133868.21,1,1,0,0,1,4.905915615803805,0.21428571428571427,0,0.0,1.0
510,30,0.0,2,1,0,1,2,0.0,0.016666666666666666,0,0.0,0.0
606,36,190479.48,2,0,0,0,0,1.0620374168489841,0.1527777777777778,1,1.0,0.0
597,40,101993.12,1,1,0,0,1,1.0761592282869175,0.2125,0,0.0,1.0
754,55,161608.81,1,0,1,0,0,19.99651193724209,0.06363636363636363,0,1.0,0.0
850,45,122311.21,1,1,0,0,1,6.277681628044243,0.05555555555555555,0,0.0,1.0
510,65,0.0,2,1,0,1,2,0.0,0.038461538461538464,1,0.0,0.0
778,45,162150.42,2,0,0,0,0,0.929056958922267,0.03333333333333333,0,1.0,0.0
636,42,0.0,2,1,0,1,2,0.0,0.05952380952380952,1,0.0,0.0
804,50,0.0,1,1,1,1,1,0.0,0.09,0,0.0,0.0
514,32,0.0,2,0,0,1,0,0.0,0.265625,1,0.0,0.0
730,39,99010.67,1,0,0,0,0,0.5078855872473926,0.038461538461538464,0,0.0,0.0
525,37,0.0,1,1,0,1,1,0.0,0.013513513513513514,0,0.0,1.0
616,30,0.0,2,1,0,1,2,0.0,0.18333333333333332,1,0.0,1.0
687,34,111388.18,2,0,0,0,0,0.7497567407187227,0.22058823529411764,0,1.0,0.0
715,41,56214.85,2,0,1,0,0,0.6045672995488129,0.2073170731707317,0,0.0,0.0
512,36,84327.77,2,0,0,0,0,4.770652442018606,0.09722222222222222,0,0.0,0.0
479,40,0.0,2,0,0,1,0,0.0,0.0375,1,0.0,0.0
601,32,93012.89,1,0,0,0,0,1.0696248850887586,0.265625,1,0.0,0.0
580,29,61710.44,2,0,0,0,0,0.48181619440531925,0.3275862068965517,1,0.0,1.0
807,35,174790.15,1,1,0,0,1,35.476218007762185,0.1,1,0.0,0.0
616,32,0.0,2,1,0,1,2,0.0,0.203125,0,0.0,1.0
721,37,107720.64,1,1,0,0,1,0.6792307209210647,0.0945945945945946,1,1.0,0.0
501,57,0.0,2,1,0,1,2,0.0,0.18421052631578946,1,0.0,0.0
521,35,96423.84,1,0,0,0,0,9.192467853383974,0.18571428571428572,1,0.0,0.0
850,30,141040.01,1,1,0,0,1,23.588441597538136,0.08333333333333333,1,0.0,1.0
759,42,105420.18,1,1,0,0,1,0.8682985577966109,0.10714285714285714,1,0.0,0.0
516,50,0.0,1,1,1,1,1,0.0,0.11,1,0.0,1.0
711,38,129022.06,2,1,1,0,2,8.974910718384848,0.06578947368421052,0,0.0,0.0
512,33,176666.62,1,0,0,0,0,1.8660960917916714,0.10606060606060606,1,0.0,1.0
550,37,0.0,1,1,0,1,1,0.0,0.0945945945945946,1,0.0,0.0
608,41,89763.84,1,0,1,0,0,0.45038261316507994,0.08536585365853659,0,0.0,1.0
618,34,134954.53,1,1,0,0,1,0.8881194013585171,0.16176470588235295,1,0.0,0.0
643,45,0.0,1,0,1,1,0,0.0,0.12222222222222222,1,0.0,0.0
671,45,106376.85,1,1,0,0,1,0.6721412395187282,0.05555555555555555,1,0.0,0.0
689,33,161814.64,2,0,0,0,0,0.9553186301568813,0.07575757575757576,1,1.0,0.0
603,31,0.0,2,1,0,1,2,0.0,0.27419354838709675,1,0.0,0.0
620,41,0.0,2,0,0,1,0,0.0,0.23170731707317074,0,0.0,0.0
676,34,63095.01,1,1,0,0,1,1.5522745819413628,0.04411764705882353,0,0.0,0.0
572,26,118287.01,2,0,0,0,0,1.9574770430410915,0.17307692307692307,1,1.0,0.0
668,47,106854.21,1,1,1,0,1,0.676463639343677,0.1595744680851064,1,1.0,0.0
695,46,49512.55,1,0,0,0,0,0.3722514693439524,0.16304347826086957,1,0.0,0.0
730,33,0.0,2,0,0,1,0,0.0,0.2878787878787879,0,0.0,1.0
807,43,105799.32,2,0,1,0,0,3.032451451802629,0.03488372093023256,1,0.0,0.0
592,54,0.0,1,1,1,1,1,0.0,0.1574074074074074,1,0.0,0.0
726,31,114722.05,2,1,0,0,2,1.1684920803788406,0.3064516129032258,0,0.0,0.0
514,30,0.0,1,1,0,1,1,0.0,0.25,1,0.0,1.0
567,42,0.0,2,1,0,1,2,0.0,0.05952380952380952,1,0.0,0.0
850,33,0.0,1,0,1,1,0,0.0,0.3181818181818182,1,0.0,0.0
671,45,99564.22,1,1,1,0,1,0.9144949480337033,0.14444444444444443,1,1.0,0.0
670,37,170557.91,2,0,0,0,0,0.8603004894532202,0.12162162162162163,1,0.0,0.0
694,30,0.0,2,1,0,1,2,0.0,0.31666666666666665,0,0.0,0.0
547,39,74596.15,3,1,1,0,3,0.8699511076238705,0.16666666666666666,0,1.0,0.0
751,50,96888.39,1,0,1,0,0,1.2549131072535287,0.05,1,1.0,0.0
594,29,130830.22,1,0,0,0,0,2.1430176448532854,0.1206896551724138,0,1.0,0.0
673,72,0.0,2,1,0,1,2,0.0,0.020833333333333332,1,0.0,0.0
610,40,0.0,2,0,0,1,0,0.0,0.0125,1,0.0,0.0
512,37,0.0,2,1,0,1,2,0.0,0.04054054054054054,0,0.0,0.0
767,20,119714.25,2,1,0,0,2,0.7973700311676624,0.175,1,1.0,0.0
585,67,113978.97,2,1,0,0,2,1.2236447271418298,0.08208955223880597,0,0.0,0.0
763,42,100160.75,1,0,1,0,0,2.9930949553459634,0.15476190476190477,1,1.0,0.0
712,29,0.0,1,1,0,1,1,0.0,0.08620689655172414,0,0.0,0.0
539,43,116220.5,3,0,1,0,0,2.082619537761518,0.08139534883720931,0,1.0,0.0
668,46,0.0,3,0,1,1,0,0.0,0.05434782608695652,0,0.0,0.0
703,28,81173.83,2,1,0,0,2,0.49857044725377236,0.08928571428571429,1,0.0,0.0
662,38,0.0,2,0,0,1,0,0.0,0.11842105263157894,1,0.0,1.0
725,39,116803.8,1,0,0,0,0,0.9415563242353309,0.14102564102564102,0,1.0,0.0
703,37,105961.68,2,1,0,0,2,1.4288290960870982,0.22972972972972974,1,0.0,0.0
659,67,117411.6,1,1,1,0,1,2.604973499121075,0.09701492537313433,1,1.0,0.0
523,34,0.0,2,0,0,1,0,0.0,0.22058823529411764,1,0.0,1.0
635,40,123497.58,1,0,1,0,0,0.9359122477543917,0.2625,0,0.0,0.0
772,26,152400.51,2,0,0,0,0,1.9190393502486938,0.28846153846153844,1,1.0,0.0
545,26,0.0,2,1,0,1,2,0.0,0.057692307692307696,0,0.0,0.0
634,24,103097.85,1,1,0,0,1,0.6542643025254303,0.3541666666666667,1,1.0,0.0
739,54,126418.14,1,0,1,0,0,0.9404589659039553,0.1574074074074074,1,1.0,0.0
771,36,77846.9,1,0,0,0,0,0.7799744286447271,0.1527777777777778,0,1.0,0.0
587,34,0.0,2,1,0,1,2,0.0,0.04411764705882353,0,0.0,1.0
681,79,0.0,2,1,0,1,2,0.0,0.006329113924050633,0,0.0,0.0
544,37,79731.91,1,1,0,0,1,1.385197693882639,0.06756756756756757,1,1.0,0.0
696,28,0.0,1,0,0,1,0,0.0,0.30357142857142855,1,0.0,1.0
766,41,0.0,2,1,0,1,2,0.0,0.012195121951219513,1,0.0,1.0
727,34,0.0,2,1,0,1,2,0.0,0.3088235294117647,1,0.0,0.0
671,34,37266.67,2,0,0,0,0,0.23749118329992738,0.19117647058823528,0,1.0,0.0
693,30,127992.25,1,1,0,0,1,2.5365996012541077,0.21666666666666667,0,0.0,0.0
850,38,54901.01,1,1,0,0,1,0.39193576655050405,0.09210526315789473,1,1.0,0.0
732,42,108748.08,2,1,0,0,2,1.6647464466029465,0.2261904761904762,1,1.0,0.0
726,48,99906.19,1,0,0,0,0,1.5531654940656898,0.13541666666666666,0,0.0,1.0
557,32,184686.41,2,0,0,0,0,12.347461196568396,0.203125,0,0.0,0.0
682,26,110654.02,1,1,0,0,1,0.9890401528563452,0.019230769230769232,0,0.0,0.0
738,31,79019.8,1,1,0,0,1,4.246725600747666,0.3064516129032258,1,0.0,1.0
531,36,99240.51,1,0,0,0,0,0.8059291359345502,0.2638888888888889,0,0.0,1.0
498,34,0.0,2,1,0,1,2,0.0,0.07352941176470588,1,0.0,0.0
651,36,0.0,2,0,0,1,0,0.0,0.20833333333333334,1,0.0,0.0
549,39,0.0,1,0,1,1,0,0.0,0.19230769230769232,0,0.0,1.0
791,35,52436.2,1,0,0,0,0,0.3255840089660065,0.21428571428571427,0,1.0,0.0
650,41,0.0,2,1,0,1,2,0.0,0.23170731707317074,1,0.0,1.0
733,34,100337.96,3,0,1,0,0,2.066259625425683,0.10294117647058823,1,1.0,0.0
811,34,149297.19,2,1,0,0,2,0.8012053080823872,0.04411764705882353,0,1.0,0.0
707,30,0.0,2,0,0,1,0,0.0,0.2833333333333333,1,0.0,0.0
712,28,145605.44,1,1,0,0,1,1.5508991736977327,0.16071428571428573,1,1.0,0.0
706,37,0.0,2,1,0,1,2,0.0,0.20270270270270271,0,0.0,1.0
756,62,0.0,1,1,1,1,1,0.0,0.056451612903225805,1,0.0,0.0
777,53,0.0,2,0,0,1,0,0.0,0.19811320754716982,0,0.0,0.0
646,35,84026.86,1,1,0,0,1,0.5115582202466152,0.18571428571428572,1,0.0,0.0
714,46,0.0,1,0,1,1,0,0.0,0.03260869565217391,1,0.0,0.0
782,39,0.0,2,1,0,1,2,0.0,0.21794871794871795,1,0.0,0.0
775,29,0.0,2,1,0,1,2,0.0,0.3620689655172414,1,0.0,1.0
479,35,138718.92,1,1,1,0,1,2.935676814003999,0.12857142857142856,1,1.0,0.0
807,42,118274.71,1,1,0,0,1,4.568933800805973,0.17857142857142858,1,0.0,0.0
799,22,174185.98,2,1,0,0,2,0.9042288038742731,0.38636363636363635,0,0.0,0.0
675,40,113208.86,2,0,0,0,0,3.2739800268144585,0.1875,1,0.0,0.0
602,29,103907.28,1,0,0,0,0,0.6444628087281565,0.1896551724137931,1,0.0,1.0
475,32,119023.28,1,0,0,0,0,1.1805840049856529,0.265625,0,0.0,0.0
744,26,166297.89,1,1,0,0,1,0.9152562662001865,0.21153846153846154,0,0.0,1.0
588,34,0.0,2,0,0,1,0,0.0,0.3088235294117647,1,0.0,1.0
703,42,63227.0,1,1,0,0,1,0.46044446541776374,0.2261904761904762,1,1.0,0.0
747,41,94521.17,2,0,0,0,0,0.4849033380862028,0.13414634146341464,0,0.0,1.0
583,27,0.0,2,0,0,1,0,0.0,0.2777777777777778,1,0.0,0.0
750,34,112822.26,1,0,1,0,0,0.750135386685317,0.27941176470588236,0,0.0,1.0
681,38,0.0,2,1,0,1,2,0.0,0.09210526315789473,1,0.0,0.0
773,25,135903.33,1,0,0,0,0,1.8450741799396067,0.1,1,0.0,0.0
714,31,125169.26,1,1,0,0,1,1.173778475924458,0.14516129032258066,0,0.0,0.0
687,44,0.0,3,0,1,1,0,0.0,0.17045454545454544,0,0.0,1.0
511,58,149117.31,1,1,0,0,1,0.917077750863143,0.008620689655172414,1,0.0,0.0
627,33,0.0,2,1,0,1,2,0.0,0.16666666666666666,1,0.0,0.0
694,31,0.0,2,0,0,1,0,0.0,0.3387096774193548,0,0.0,0.0
616,36,132311.71,1,0,0,0,0,8.556200141750043,0.18055555555555555,0,0.0,1.0
687,35,0.0,2,0,0,1,0,0.0,0.24285714285714285,1,0.0,0.0
712,33,0.0,2,1,0,1,2,0.0,0.19696969696969696,0,0.0,0.0
553,33,118082.89,1,0,0,0,0,1.250329066315691,0.13636363636363635,1,0.0,0.0
667,31,119266.69,1,1,0,0,1,4.22054041544123,0.04838709677419355,1,0.0,0.0
731,43,0.0,1,1,1,1,1,0.0,0.05813953488372093,1,0.0,0.0
629,35,156847.29,2,0,0,0,0,4.9283852558766945,0.21428571428571427,1,1.0,0.0
614,50,137104.47,1,0,1,0,0,1.0781408833342547,0.09,1,0.0,0.0
438,31,78398.69,1,0,0,0,0,1.7445963895597514,0.27419354838709675,1,1.0,0.0
652,80,0.0,2,1,0,1,2,0.0,0.05625,0,0.0,0.0
729,30,63669.42,1,0,0,0,0,0.4387594248512377,0.21666666666666667,1,1.0,0.0
642,38,0.0,2,0,0,1,0,0.0,0.09210526315789473,1,0.0,0.0
806,59,135296.33,1,0,0,0,0,0.7400379601090669,0.00847457627118644,0,1.0,0.0
